Date,price,sma_fast,sma_slow,signal,position,daily_return,strategy_return,equity,buy_hold_equity
2000-04-10,95.26422882080078,95.02636337280273,,0,0,-0.0039199522129433895,-0.0,100000.0,103980.8691108989
2000-04-11,94.9879379272461,94.9849250793457,,0,0,-0.0029002585437857276,-0.0,100000.0,103679.29770686975
2000-04-12,92.3827896118164,94.67310409545898,,0,0,-0.02742609611575153,-0.0,100000.0,100835.77932274752
2000-04-13,91.09992218017578,94.39285583496094,,0,0,-0.013886433144432053,-0.0,100000.0,99435.53001461548
2000-04-14,85.88969421386719,93.485009765625,,0,0,-0.05719245243704929,-0.0,100000.0,93748.5681937018
2000-04-17,88.88955688476562,92.8218894958496,,0,0,0.034926922238525115,0.0,100000.0,97022.91714497628
2000-04-18,91.23810577392578,92.46467361450195,,0,0,0.026420976450639344,0.0,100000.0,99586.35735403604
2000-04-19,90.38946533203125,92.08180236816406,,0,0,-0.009301381639786888,-0.0,100000.0,98660.06663816996
2000-04-20,90.82361602783203,91.66044464111329,,0,0,0.004803111670215188,0.0,100000.0,99133.94195562394
2000-04-24,89.83684539794922,91.08021621704101,,0,0,-0.010864692169715306,-0.0,100000.0,98056.88219270567
2000-04-25,93.56689453125,90.91048278808594,,0,0,0.0415202594968449,0.0,100000.0,102128.22938679837
2000-04-26,92.51107788085938,90.66279678344726,,0,0,-0.0112840834964123,-0.0,100000.0,100975.80591905699
2000-04-27,92.20515441894531,90.64503326416016,,0,0,-0.003306884633946683,-0.0,100000.0,100641.89057806287
2000-04-28,91.63284301757812,90.6983253479004,,0,0,-0.006206935013272963,-0.0,100000.0,100017.21290363191
2000-05-01,92.87617492675781,91.39697341918945,,0,0,0.013568627450980308,0.0,100000.0,101374.30920420667
2000-05-02,91.02100372314453,91.61011810302735,,0,0,-0.01997467278423415,-0.0,100000.0,99349.39054912486
2000-05-03,88.88955688476562,91.37526321411133,,0,0,-0.023417087828014438,-0.0,100000.0,97022.9171449763
2000-05-04,89.560546875,91.2923713684082,,0,0,0.007548580662903204,0.0,100000.0,97755.30246119533
2000-05-05,90.64599609375,91.274609375,,0,0,0.012119725220804733,0.0,100000.0,98940.06986590166
2000-05-08,89.96514129638672,91.28743896484374,,0,0,-0.007511140333866573,-0.0,100000.0,98196.91711649632
2000-05-09,89.24481201171875,90.85523071289063,,0,0,-0.00800675988819799,-0.0,100000.0,97410.67797938325
2000-05-10,87.2317886352539,90.32730178833008,,0,0,-0.022556194932659146,-0.0,100000.0,95213.4637383578
2000-05-11,89.2250747680664,90.02929382324218,,0,0,0.022850455825766947,0.0,100000.0,97389.1347855294
2000-05-12,90.19210052490234,89.88521957397461,,0,0,0.010838049274261241,0.0,100000.0,98444.64302711264
2000-05-15,91.75123596191406,89.77272567749023,,0,0,0.0172868292005377,0.0,100000.0,100146.43875683025
2000-05-16,92.63932037353516,89.9345573425293,,0,0,0.009679263742994548,0.0,100000.0,101115.78255047926
2000-05-17,91.67233276367188,90.21283493041992,,0,0,-0.010438198444939428,-0.0,100000.0,100060.31594630203
2000-05-18,90.54734802246094,90.31151504516602,,0,0,-0.01227180226896929,-0.0,100000.0,98832.39553403841
2000-05-19,89.12637329101562,90.15955276489258,,0,0,-0.015693167856145607,-0.0,100000.0,97281.40216129777
2000-05-22,88.45536804199219,90.00857543945312,,0,0,-0.007528694641623868,-0.0,100000.0,96549.00019011635
2000-05-23,87.1528091430664,89.79937515258788,,0,0,-0.01472560600626771,-0.0,100000.0,95127.25765301763
2000-05-24,88.5738296508789,89.93357925415039,,0,0,0.016304930636025894,0.0,100000.0,96678.30099064544
2000-05-25,87.05409240722656,89.7164810180664,,0,0,-0.017157858586926977,-0.0,100000.0,95019.50837382358
2000-05-26,87.1528091430664,89.41255187988281,,0,0,0.0011339700766515026,0.0,100000.0,95127.25765301764
2000-05-30,89.99470520019531,89.23689880371094,,0,0,0.03260819800385062,0.0,100000.0,98229.18610613055
2000-05-31,90.19210052490234,88.99217681884765,,0,0,0.002193410426401421,0.0,100000.0,98444.64302711266
2000-06-01,91.77094268798828,89.0020378112793,,0,0,0.017505326452065706,0.0,100000.0,100167.94864075935
2000-06-02,93.36958312988281,89.28426132202148,,0,0,0.017419897791937755,0.0,100000.0,101912.86406810944
2000-06-05,92.91561889648438,89.66318588256836,,0,0,-0.00486201413973264,-0.0,100000.0,101417.36228198966
2000-06-06,92.50115203857422,90.06776428222656,,0,0,-0.004460680161554986,-0.0,100000.0,100964.97186602115
2000-06-07,93.1426010131836,90.66674346923828,,0,0,0.00693449714379657,0.0,100000.0,101665.11317504958
2000-06-08,92.7774887084961,91.087109375,,0,0,-0.003919928160861841,-0.0,100000.0,101266.59323493749
2000-06-09,92.58013153076172,91.63971328735352,,0,0,-0.002127209741087821,-0.0,100000.0,101051.17795136136
2000-06-12,91.49464416503906,92.07389678955079,,0,0,-0.011724841472729786,-0.0,100000.0,99866.36890924904
2000-06-13,93.21165466308594,92.39559173583984,,0,0,0.018766240512938737,0.0,100000.0,101740.48520735388
2000-06-14,93.36958312988281,92.7133399963379,,0,0,0.0016942995741004996,0.0,100000.0,101912.86406810948
2000-06-15,93.56689453125,92.89293518066407,,0,0,0.0021132299701147605,0.0,100000.0,102128.22938679844
2000-06-16,92.79808807373047,92.83578567504883,,0,0,-0.008216650358773614,-0.0,100000.0,101289.07743416648
2000-06-19,93.98499298095703,92.94272308349609,,0,0,0.012790187081047844,0.0,100000.0,102584.58368381622
2000-06-20,93.6487045288086,93.05747833251954,,0,0,-0.0035781079668386617,-0.0,100000.0,102217.52496766232
2000-06-21,93.60921478271484,93.10413970947266,,0,0,-0.00042167957680183665,-0.0,100000.0,102174.42192499222
2000-06-22,92.18486785888672,93.04487762451171,,0,0,-0.015215883683399212,-0.0,100000.0,100619.74780556298
2000-06-23,91.39360046386719,92.92622451782226,,0,0,-0.0085834846151841,-0.0,100000.0,99756.07974829023
2000-06-26,92.57058715820312,93.03381881713867,,0,0,0.01287821782227816,0.0,100000.0,101040.76027238526
2000-06-27,91.88812255859375,92.90146560668946,,0,0,-0.007372369783536614,-0.0,100000.0,100295.85042444758
2000-06-28,92.14529418945312,92.77903671264649,,0,0,0.002798747255885914,0.0,100000.0,100576.55316059975
2000-06-29,91.2748794555664,92.54983520507812,,0,0,-0.009446111616911446,-0.0,100000.0,99626.4958134005
2000-06-30,91.96723175048828,92.46674957275391,,0,0,0.0075853542513733,0.0,100000.0,100382.19807696808
2000-07-03,93.23332977294922,92.39158325195312,,0,0,0.013766838452808017,0.0,100000.0,101764.14358143149
2000-07-05,91.5518569946289,92.18189849853516,,0,0,-0.018035103781182116,-0.0,100000.0,99928.81669073725
2000-07-06,92.26399993896484,92.04737701416016,,0,0,0.007778574544672789,0.0,100000.0,100706.1204405271
2000-07-07,93.74765014648438,92.20365524291992,,0,0,0.01608048869007428,0.0,100000.0,102325.52407129225
2000-07-10,93.58936309814453,92.42323150634766,,0,0,-0.001688437503153617,-0.0,100000.0,102152.75381892044
2000-07-11,93.78723907470703,92.54489669799804,,0,0,0.0021142998521637146,0.0,100000.0,102368.73537121789
2000-07-12,94.40048217773438,92.7961326599121,,0,0,0.006538662499051329,0.0,100000.0,103038.08998226498
2000-07-13,94.81587219238281,93.06319046020508,,0,0,0.004400295475889049,0.0,100000.0,103491.4880234582
2000-07-14,95.74564361572266,93.5102668762207,,0,0,0.00980607362291952,0.0,100000.0,104506.33317436173
2000-07-17,95.58738708496094,93.87228240966797,,0,0,-0.0016528849228575337,-0.0,100000.0,104333.5962319147
2000-07-18,94.80599975585938,94.02954940795898,,0,0,-0.008174586134539252,-0.0,100000.0,103480.71226279068
2000-07-19,94.04439544677734,94.27880325317383,,0,0,-0.008033292313179397,-0.0,100000.0,102649.42145240768
2000-07-20,95.34999084472656,94.58740234375,,0,0,0.013882756029710341,0.0,100000.0,104074.47832702237
2000-07-21,93.490478515625,94.56168518066406,,0,0,-0.019501966519637093,-0.0,100000.0,102044.82133514008
2000-07-24,92.95635223388672,94.49838409423828,,0,0,-0.005713162347853573,-0.0,100000.0,101461.82270409472
2000-07-25,93.25308227539062,94.44496841430664,,0,0,0.003192143779021217,0.0,100000.0,101785.70343024776
2000-07-26,92.3431396484375,94.23923416137696,,0,0,-0.009757775343724573,-0.0,100000.0,100792.50140297243
2000-07-27,92.02658081054688,93.96030502319336,,0,0,-0.0034280709871443715,-0.0,100000.0,100446.97755319119
2000-07-28,89.94947814941406,93.3806884765625,,0,0,-0.022570681675209703,-0.0,100000.0,98179.82079760118
2000-07-31,90.523193359375,92.8742691040039,,0,0,0.0063781938679838834,0.0,100000.0,98806.03072857218
2000-08-01,91.07705688476562,92.50137481689453,,0,0,0.006118470911557372,0.0,100000.0,99410.57255347139
2000-08-02,91.53208923339844,92.25014419555664,,0,0,0.004996124866095908,0.0,100000.0,99907.24018695862
2000-08-03,92.1650619506836,91.93165130615235,,0,0,0.006915309402270253,0.0,100000.0,100598.12966437836
2000-08-04,92.65962219238281,91.84856567382812,,0,0,0.005366027334347656,0.0,100000.0,101137.94197794166
2000-08-07,93.76744079589844,91.9296745300293,,0,0,0.011955785889300685,0.0,100000.0,102347.12555751445
2000-08-08,94.12348937988281,92.01671524047852,,0,0,0.003797145160006954,0.0,100000.0,102735.75244996577
2000-08-09,93.3322525024414,92.11562652587891,,0,0,-0.0084063700002448,-0.0,100000.0,101872.11770261782
2000-08-10,92.87722778320312,92.20069122314453,,0,0,-0.004875321306816005,-0.0,100000.0,101375.45839661178
2000-08-11,93.3124008178711,92.53698348999023,,0,0,0.004685465372456621,0.0,100000.0,101850.44959654601
2000-08-14,94.49935150146484,92.93459930419922,,0,0,0.012720181596339586,0.0,100000.0,103146.00581108291
2000-08-15,94.42027282714844,93.2689208984375,,0,0,-0.0008368171110166855,-0.0,100000.0,103059.69146848717
2000-08-16,94.08393859863281,93.52410583496093,,0,0,-0.0035620976136273574,-0.0,100000.0,102692.58278744611
2000-08-17,95.07305145263672,93.81490478515624,,0,0,0.010513089361867678,0.0,100000.0,103772.19908709152
2000-08-18,94.75653839111328,94.0245964050293,,0,0,-0.0033291564400993456,-0.0,100000.0,103426.72520219747
2000-08-21,95.27082824707031,94.17493515014648,,0,0,0.005427486743281751,0.0,100000.0,103988.07238213344
2000-08-22,95.11262512207031,94.27384872436524,,0,0,-0.0016605620829676093,-0.0,100000.0,103815.39373205477
2000-08-23,95.48847961425781,94.48947143554688,,0,0,0.003951678252020807,0.0,100000.0,104225.6387656907
2000-08-24,95.78526306152344,94.7802749633789,,0,0,0.0031080550079394254,0.0,100000.0,104549.5777842121
2000-08-25,95.74564361572266,95.02359924316406,,0,0,-0.000413627780876169,-0.0,100000.0,104506.33317436166
2000-08-28,96.072021484375,95.18086624145508,,0,0,0.0034088012396915612,0.0,100000.0,104862.57449244206
2000-08-29,96.09182739257812,95.34802169799805,,0,0,0.00020615687998559729,0.0,100000.0,104884.19263362668
2000-08-30,95.1719741821289,95.45682525634766,,0,0,-0.00957264769969679,-0.0,100000.0,103880.17320827783
2000-08-31,96.43803405761719,95.5933235168457,,0,0,0.01330286448682294,0.0,100000.0,105262.07707533524
2000-09-01,96.53689575195312,95.77135925292968,,0,0,0.0010251317885314748,0.0,100000.0,105369.98457667201
2000-09-05,95.76545715332031,95.8208221435547,,0,0,-0.007991127046543811,-0.0,100000.0,104527.95964302745
2000-09-06,94.67745208740234,95.7773048400879,,0,0,-0.011361143133020057,-0.0,100000.0,103340.40253212047
2000-09-07,95.48847961425781,95.7773048400879,,0,0,0.008566216231788326,0.0,100000.0,104225.63876569066
2000-09-08,94.83563232421875,95.68234176635742,,0,0,-0.006836922031603687,-0.0,100000.0,103513.05619975555
2000-09-11,94.6971664428711,95.57749404907227,,0,0,-0.0014600617716585829,-0.0,100000.0,103361.92074353075
2000-09-12,94.0047836303711,95.37077026367187,,0,0,-0.0073115473092608685,-0.0,100000.0,102606.18517003834
2000-09-13,94.2520523071289,95.18679275512696,,0,0,0.0026303839784374006,0.0,100000.0,102876.0788355982
2000-09-14,94.72686767578125,95.14228210449218,,0,0,0.005037719148068165,0.0,100000.0,103394.33962782646
2000-09-15,92.65444946289062,94.76392364501953,,0,0,-0.021877829001839544,-0.0,100000.0,101132.29594569073
2000-09-18,91.80168914794922,94.29040298461913,,0,0,-0.009203662855748251,-0.0,100000.0,100201.50838997883
2000-09-19,92.63456726074219,93.97731399536133,,0,0,0.009072579388497815,0.0,100000.0,101110.59452969415
2000-09-20,91.95040130615234,93.70460891723633,,0,0,-0.007385644201954311,-0.0,100000.0,100363.82765344976
2000-09-21,90.55229187011719,93.21099014282227,,0,0,-0.015205038979439589,-0.0,100000.0,98837.7917418533
2000-09-22,92.19827270507812,92.9472541809082,,0,0,0.018177130594572155,0.0,100000.0,100634.37919002409
2000-09-25,91.54383087158203,92.6319206237793,,0,0,-0.0070982005876564225,-0.0,100000.0,99920.05618051902
2000-09-26,90.37380981445312,92.2688232421875,,0,0,-0.01278099295156454,-0.0,100000.0,98642.97864675587
2000-09-27,90.84974670410156,91.92859268188477,,0,0,0.005266314329622546,0.0,100000.0,99162.46357871994
2000-09-28,92.019775390625,91.65788345336914,,0,0,0.012878722604854786,0.0,100000.0,100439.54943996429
2000-09-29,91.14723205566406,91.50716171264648,,0,0,-0.009482128501802856,-0.0,100000.0,99487.16872551136
2000-10-02,91.28604888916016,91.45559768676758,,0,0,0.0015229956013509405,0.0,100000.0,99638.68724587119
2000-10-03,90.4332504272461,91.23546600341797,,0,0,-0.009342045934637055,-0.0,100000.0,98707.85805275332
2000-10-04,91.18685150146484,91.15911102294922,,0,0,0.008333229986298374,0.0,100000.0,99530.4133353618
2000-10-05,91.50420379638672,91.25430221557617,,0,0,0.0034802418297859017,0.0,100000.0,99876.8032431874
2000-10-06,89.5209732055664,90.986572265625,,0,0,-0.021673655510225043,-0.0,100000.0,97712.10781623203
2000-10-09,88.84671020507812,90.71686019897462,,0,0,-0.00753189980341229,-0.0,100000.0,96976.15001057995
2000-10-10,87.37916564941406,90.4173957824707,,0,0,-0.016517714074912204,-0.0,100000.0,95374.3256926194
2000-10-11,86.64533233642578,89.99695434570313,,0,0,-0.008398264134640399,-0.0,100000.0,94573.34691378956
2000-10-12,84.48371124267578,89.2433479309082,,0,0,-0.024947923165172692,-0.0,100000.0,92213.93832151112
2000-10-13,87.29979705810547,88.85860443115234,,0,0,0.033332884813033425,0.0,100000.0,95287.6949057382
2000-10-16,87.69647216796875,88.4996467590332,91.45604583740234,0,0,0.00454382625424965,0.0,100000.0,95720.66563555783
2000-10-17,85.51494598388672,88.00781631469727,91.42553520202637,0,0,-0.02487587163031668,-0.0,100000.0,93339.53064483924
2000-10-18,85.19764709472656,87.40889587402344,91.41135204315185,0,0,-0.0037104495069194554,-0.0,100000.0,92993.19902938198
2000-10-19,88.41045379638672,87.09952087402344,91.41244556427002,0,0,0.037710040256017985,0.0,100000.0,96499.97630831588
2000-10-20,88.7872085571289,87.0261444091797,91.42250972747803,0,0,0.004261427744844282,0.0,100000.0,96911.20398473296
2000-10-23,89.18386840820312,87.05986022949219,91.40935958862305,0,0,0.004467533753119257,0.0,100000.0,97344.15805959018
2000-10-24,88.58891296386719,87.1808349609375,91.39165966033936,0,0,-0.006671110537757485,-0.0,100000.0,96694.7644209697
2000-10-25,86.50656127929688,87.16695785522461,91.36906002044678,0,0,-0.023505782099613737,-0.0,100000.0,94421.8783583169
2000-10-26,86.74455261230469,87.3930419921875,91.35217788696289,0,0,0.0027511362084944313,0.0,100000.0,94681.64580674253
2000-10-27,88.39059448242188,87.50212173461914,91.33742347717285,0,0,0.01897573761748461,0.0,100000.0,96478.29987476287
2000-10-30,89.18386840820312,87.65086135864257,91.32043449401856,0,0,0.008974641820505003,0.0,100000.0,97344.15805959015
2000-10-31,90.72084045410156,88.17145080566407,91.31477233886719,0,0,0.01723374499593988,0.0,100000.0,99021.7624564336
2000-11-01,90.41341400146484,88.69302749633789,91.30383266448975,0,0,-0.003388708163393317,-0.0,100000.0,98686.20660164388
2000-11-02,90.56216430664062,88.90819854736328,91.30072353363038,0,0,0.0016452238511130979,0.0,100000.0,98848.56750252077
2000-11-03,90.61175537109375,89.09065322875976,91.29884685516357,0,0,0.0005475914233366019,0.0,100000.0,98902.69613029427
2000-11-06,91.24636840820312,89.29690322875976,91.31303714752197,0,0,0.007003650183250221,0.0,100000.0,99595.37601617114
2000-11-07,91.2265625,89.56066818237305,91.32210834503174,0,0,-0.00021705968740060033,-0.0,100000.0,99573.75787498652
2000-11-08,89.20367431640625,89.83037948608398,91.32460872650147,0,0,-0.022174333090691056,-0.0,100000.0,97365.77620077475
2000-11-09,88.86652374267578,90.04257659912109,91.32719493865967,0,0,-0.003779559264953547,-0.0,100000.0,96997.77647924572
2000-11-10,86.7048568725586,89.87400283813477,91.33275295257569,0,0,-0.024324872618811666,-0.0,100000.0,94638.31792208011
2000-11-13,86.03054809570312,89.55867080688476,91.32332508087158,0,0,-0.00777705887741198,-0.0,100000.0,93902.31015154086
2000-11-14,88.29141998291016,89.31572875976562,91.32087059020996,0,0,0.026279873106143326,0.0,100000.0,96370.05094669705
2000-11-15,88.56905364990234,89.13129272460938,91.31941059112549,0,0,0.0031445146883573027,0.0,100000.0,96673.0879874167
2000-11-16,87.1808090209961,88.79315719604492,91.30431625366211,0,0,-0.015674149962059403,-0.0,100000.0,95157.81950900656
2000-11-17,86.71477508544922,88.40345916748046,91.28876174926758,0,0,-0.005345602326707444,-0.0,100000.0,94649.1436476348
2000-11-20,85.47528839111328,87.82635116577148,91.26769889831543,0,0,-0.014293835083058704,-0.0,100000.0,93296.24439758278
2000-11-21,85.91158294677734,87.29485321044922,91.2427151107788,0,0,0.005104335579046992,0.0,100000.0,93772.45973725284
2000-11-22,83.8589859008789,86.76038436889648,91.21701557159423,0,0,-0.02389197097171436,-0.0,100000.0,91532.05085126414
2000-11-24,85.5744857788086,86.43118057250976,91.1990076828003,0,0,0.020456959495758875,0.0,100000.0,93404.51830809219
2000-11-27,86.32806396484375,86.39350128173828,91.19382331848145,0,0,0.008806108259686196,0.0,100000.0,94227.04860825709
2000-11-28,84.8406753540039,86.27451400756836,91.1786428451538,0,0,-0.017229491112479622,-0.0,100000.0,92603.56451170593
2000-11-29,84.68202209472656,85.91357421875,91.15769824981689,0,0,-0.0018700141013181515,-0.0,100000.0,92430.39454023672
2000-11-30,83.9482421875,85.45149307250976,91.13963031768799,0,0,-0.008665120282623229,-0.0,100000.0,91629.47405377525
2000-12-01,83.90857696533203,85.12426986694337,91.12362804412842,0,0,-0.000472496161139091,-0.0,100000.0,91586.17947903764
2000-12-04,84.62252044677734,84.91504440307617,91.12054626464844,0,0,0.008508587647008792,0.0,100000.0,92365.44851438972
2000-12-05,87.39900207519531,85.10741577148437,91.13242958068848,0,0,0.032810197731751645,0.0,100000.0,95395.97714372877
2000-12-06,86.0008316040039,85.11634063720703,91.13230205535889,0,0,-0.015997556470821794,-0.0,100000.0,93869.87461228274
2000-12-07,84.82089233398438,85.21253128051758,91.13493648529052,0,0,-0.013720091399262668,-0.0,100000.0,92581.9713529649
2000-12-08,85.0191879272461,85.15700149536133,91.14008819580079,0,0,0.0023378154580233623,0.0,100000.0,92798.41091672814
2000-12-11,87.97413635253906,85.32160873413086,91.15120517730713,0,0,0.03475625323334808,0.0,100000.0,96023.73598620223
2000-12-12,87.59733581542969,85.59727478027344,91.15630416870117,0,0,-0.004283083105236951,-0.0,100000.0,95612.458344898
2000-12-13,86.39750671386719,85.7688232421875,91.15225444793701,0,0,-0.013697095812258198,-0.0,100000.0,94302.84534210239
2000-12-14,85.29682922363281,85.90368194580078,91.14240592956543,0,0,-0.012739690438980156,-0.0,100000.0,93101.45628492898
2000-12-15,83.37023162841797,85.84984741210937,91.11475509643554,0,0,-0.02258697788359343,-0.0,100000.0,90998.57575089094
2000-12-18,84.48426055908203,85.83602142333984,91.09700500488282,0,0,0.013362430557099847,0.0,100000.0,92214.53790015721
2000-12-19,82.76354217529297,85.3724754333496,91.07916549682618,0,0,-0.02036732490054427,-0.0,100000.0,90336.37444619116
2000-12-20,80.36646270751953,84.80903854370118,91.04988185882569,0,0,-0.028962987866039236,-0.0,100000.0,87719.96312924415
2000-12-21,80.9234390258789,84.41929321289062,91.01078437805175,0,0,0.006930457053788697,0.0,100000.0,88327.90256647131
